order_id,product_id,price,quantity,channel,revenue,persona,income_bracket,trend_affinity,state,city_tier,occasion,category,claims,pack_size
ORD002874,P089,6.77,1,Retail,6.77,fitness,Medium,low-sugar,Calfornia,Tier 3,festive,electrolyte drink,"gluten-free, plant-based",Single
ORD039300,P127,135.69,1,Gym Kiosk,135.69,casual,Medium,protein,New York,Tier 1,gym,supplement,"vegan, low-sugar, diabetic-friendly, keto-friendly",12-Pack
ORD008060,P004,32.34,2,Marketplace,64.68,premium,Medium,clean-label,Florida,Tier 3,religious-fasting,healthy snack,vegan,4-Pack
ORD001735,P106,9.72,2,Gym Kiosk,19.44,unknown,Medium,protein,Washington,Tier 2,late-night,meal replacement,"halal, jain-friendly",Single
ORD017825,P013,18.63,2,Marketplace,37.26,fitness,Medium,gut-health,Texas,Tier 1,late-night,electrolyte drink,"kosher, diabetic-friendly, clean-label",Single
ORD016885,P072,41.65,3,Gym Kiosk,124.94999999999999,fitness,Medium,plant-based,New York,Tier 2,festive,,"gluten-free, low-sugar, halal, kosher",4-Pack
ORD001333,P081,81.4,2,Marketplace,162.8,fitness,Medium,plant-based,Illinois,Tier 2,daily snack,protein bar,"vegan, nut-free",12-Pack
ORD038697,P091,23.04,1,Marketplace,23.04,fitness,Medium,plant-based,New York,Tier 1,late-night,healthy snack,clean-label,Single
ORD004705,P030,7.14,1,Gym Kiosk,7.14,budget,Medium,low-sugar,California,Tier 1,religious-fasting,electrolyte drink,"gluten-free, kosher",Single
ORD031489,P107,9.99,1,Retail,9.99,fitness,Medium,gut-health,Colorado,Tier 1,religious-fasting,electrolyte drink,plant-based,Single
ORD033486,P133,55.7,3,Website,167.10000000000002,budget,Low,low-sugar,Illinois,Tier 2,marathon-prep,protein bar,"diabetic-friendly, vegan, clean-label, gluten-free",4-Pack
ORD035123,P093,18.11,1,Gym Kiosk,18.11,fitness,Medium,low-sugar,Georgia,Tier 3,gym,protein bar,halal,Single
ORD000846,P059,14.29,2,Gym Kiosk,28.58,fitness,Medium,protein,New York,Tier 1,late-night,protein shake,"gluten-free, kosher, low-sugar",Single
ORD040979,P027,54.41,2,Gym Kiosk,108.82,budget,Low,protein,Texas,Tier 2,marathon-prep,protein shake,vegan,12-Pack
ORD023645,P041,8.96,2,Retail,17.92,fitness,Low,protein,California,Tier 1,religious-fasting,healthy snack,"high-protein, gluten-free, diabetic-friendly, kosher",Single
ORD037700,P117,13.21,3,Retail,39.63,budget,High,gut-health,Texas,Tier 2,on-the-go,meal replacement,"low-sugar, jain-friendly, high-protein",Single
ORD002536,P015,15.92,5,App,79.6,casual,Low,low-sugar,NY,Tier 3,gym,meal replacement,"clean-label, diabetic-friendly",Single
ORD029204,P135,14.01,2,Website,28.02,unknown,Low,plant-based,Colorado,Tier 1,late-night,electrolyte drink,"gluten-free, low-sugar, plant-based, vegan",Single
ORD040289,P119,10.3,2,Website,20.6,premium,Medium,low-sugar,NY,Tier 1,daily snack,protein bar,"high-protein, low-sugar",Single
ORD047743,P001,21.98,1,Retail,21.98,fitness,Medium,low-sugar,Illinois,Tier 1,late-night,electrolyte drink,"nut-free, clean-label",Single
ORD010953,P129,14.51,3,Marketplace,43.53,fitness,High,protein,Calfornia,Tier 3,daily snack,electrolyte drink,low-sugar,Single
ORD045777,P010,13.89,3,Website,41.67,premium,Low,low-sugar,Washington,Tier 2,road-trip,healthy snack,"clean-label, vegan, nut-free, kosher",Single
ORD004713,P101,9.96,3,Marketplace,29.880000000000003,casual,Low,protein,California,Tier 1,marathon-prep,proten shake,"keto-friendly, low-sugar, gluten-free, jain-friendly",Single
ORD000927,P109,11.06,257,Retail,2842.42,budget,Low,plant-based,Georgia,Tier 1,marathon-prep,supplement,"low-sugar, keto-friendly, diabetic-friendly, nut-free",Single
ORD026650,P117,1321.0,1,Website,1321.0,premium,Medium,plant-based,Illinois,Tier 2,religious-fasting,meal replacement,"low-sugar, jain-friendly, high-protein",Single
ORD018548,P004,39.1,1,Retail,39.1,premium,Low,plant-based,Colorado,Tier 3,gym,healthy snack,vegan,4-Pack
ORD008647,P065,14.97,2,Marketplace,29.94,budget,Medium,low-sugar,NY,Tier 1,on-the-go,,"nut-free, low-sugar",Single
ORD040916,P115,36.13,2,Gym Kiosk,72.26,fitness,Medium,protein,New York,Tier 1,on-the-go,protein bar,vegan,4-Pack
ORD019159,P066,14.23,2,App,28.46,casual,Low,low-sugar,Calfornia,Tier 3,road-trip,protein bar,"nut-free, gluten-free, kosher",Single
ORD017829,P145,5.4,2,Website,10.8,casual,High,plant-based,Georgia,Tier 3,road-trip,healthy snack,"gluten-free, jain-friendly, plant-based",Single
ORD033216,P132,43.35,3,Marketplace,130.05,budget,Low,protein,New York,Tier 3,road-trip,proten shake,plant-based,4-Pack
ORD013816,P147,9.98,3,App,29.94,premium,Medium,plant-based,Calfornia,Tier 1,religious-fasting,proten shake,"jain-friendly, diabetic-friendly",Single
ORD023837,P002,8.76,155,Marketplace,1357.8,fitness,High,gut-health,Georgia,Tier 3,festive,meal replacement,"plant-based, halal, kosher, low-sugar",Single
ORD038589,P001,16.8,2,Website,33.6,premium,Medium,plant-based,California,Tier 1,late-night,electrolyte drink,"nut-free, clean-label",Single
ORD001310,P068,18.58,1,Retail,18.58,unknown,Medium,protein,Florida,Tier 1,road-trip,healthy snack,"keto-friendly, clean-label, gluten-free",Single
ORD044074,P147,10.93,2,Marketplace,21.86,budget,Medium,gut-health,Florida,Tier 2,road-trip,proten shake,"jain-friendly, diabetic-friendly",Single
ORD049735,P116,18.12,1,App,18.12,fitness,High,protein,Calfornia,Tier 2,late-night,protein shake,"plant-based, gluten-free",Single
ORD046206,P065,14.97,2,Retail,29.94,fitness,High,plant-based,NY,Tier 1,daily snack,,"nut-free, low-sugar",Single
ORD037152,P102,22.12,1,Website,22.12,premium,High,plant-based,Illinois,Tier 3,road-trip,healthy snack,"plant-based, kosher, vegan",4-Pack
ORD025624,P088,27.16,1,App,27.16,premium,High,gut-health,NY,Tier 2,religious-fasting,electrolyte drink,"halal, vegan, diabetic-friendly, keto-friendly",Single
ORD027801,P142,63.0,1,Gym Kiosk,63.0,casual,Low,clean-label,Texas,Tier 1,late-night,protein shake,"gluten-free, high-protein, jain-friendly, kosher",12-Pack
ORD013063,P034,11.13,1,Website,11.13,budget,Low,clean-label,Calfornia,Tier 1,religious-fasting,proten shake,nut-free,Single
ORD028573,P043,21.39,3,Marketplace,64.17,fitness,High,plant-based,Washington,Tier 2,road-trip,protein bar,"diabetic-friendly, high-protein, keto-friendly, clean-label",Single
ORD000825,P024,10.69,3,App,32.07,fitness,Medium,clean-label,Texas,Tier 2,on-the-go,supplement,"gluten-free, kosher",Single
ORD035322,P098,12.06,1,Retail,12.06,casual,Medium,protein,Florida,Tier 1,religious-fasting,supplement,"kosher, nut-free",Single
ORD015374,P018,12.29,1,Gym Kiosk,12.29,casual,Low,low-sugar,Georgia,Tier 2,road-trip,protein bar,diabetic-friendly,Single
ORD015811,P043,16.38,3,Retail,49.14,unknown,Low,gut-health,Florida,Tier 1,late-night,protein bar,"diabetic-friendly, high-protein, keto-friendly, clean-label",Single
ORD021721,P054,39.4,5,Marketplace,197.0,budget,Low,gut-health,Georgia,Tier 1,religious-fasting,supplement,"clean-label, jain-friendly, halal, vegan",12-Pack
ORD037582,P133,55.7,3,Retail,167.10000000000002,budget,Low,clean-label,Washington,Tier 2,marathon-prep,protein bar,"diabetic-friendly, vegan, clean-label, gluten-free",4-Pack
ORD017005,P082,10.41,2,Website,20.82,premium,Medium,protein,California,Tier 1,late-night,protein bar,nut-free,Single
ORD008946,P083,30.21,2,Gym Kiosk,60.42,fitness,Medium,protein,Texas,Tier 2,daily snack,proten shake,"diabetic-friendly, keto-friendly",4-Pack
ORD028233,P026,12.54,3,Gym Kiosk,37.62,casual,High,plant-based,Georgia,Unknown,religious-fasting,electrolyte drink,"gluten-free, diabetic-friendly, vegan",4-Pack
ORD040905,P123,8.89,171,Gym Kiosk,1520.19,casual,Low,low-sugar,Florida,Tier 1,daily snack,proten shake,"gluten-free, keto-friendly, kosher, low-sugar",Single
ORD042267,P022,21.28,2,Retail,42.56,premium,Low,low-sugar,Florida,Tier 1,late-night,protein bar,"gluten-free, vegan, clean-label, keto-friendly",Single
ORD033690,P032,9.04,2,Marketplace,18.08,premium,Medium,plant-based,Texas,Tier 2,daily snack,protein bar,gluten-free,Single
ORD020356,P140,13.87,1,Gym Kiosk,13.87,casual,Low,plant-based,Florida,Unknown,religious-fasting,electrolyte drink,"vegan, plant-based, keto-friendly",Single
ORD048545,P139,24.99,2,Gym Kiosk,49.98,fitness,Low,low-sugar,Calfornia,Tier 2,road-trip,healthy snack,"high-protein, low-sugar, clean-label, jain-friendly",Single
ORD032511,P053,12.98,1,Gym Kiosk,12.98,fitness,Medium,low-sugar,Illinois,Tier 2,gym,healthy snack,vegan,Single
ORD039003,P007,155.08,2,Retail,310.16,casual,Medium,plant-based,Calfornia,Tier 2,road-trip,supplement,"keto-friendly, plant-based",12-Pack
ORD013042,P018,12.29,2,Website,24.58,fitness,Medium,plant-based,Washington,Tier 2,road-trip,protein bar,diabetic-friendly,Single
ORD029847,P082,9.64,2,Website,19.28,premium,Low,plant-based,Georgia,Tier 2,religious-fasting,protein bar,nut-free,Single
ORD026746,P131,131.71,2,Marketplace,263.42,fitness,Low,plant-based,New York,Tier 2,religious-fasting,proten shake,"high-protein, low-sugar, nut-free",12-Pack
ORD030351,P052,10.26,1,Website,10.26,budget,Low,protein,Illinois,Tier 1,late-night,healthy snack,"plant-based, low-sugar, kosher",Single
ORD025094,P026,17.37,5,Retail,86.85000000000001,unknown,Low,plant-based,Illinois,Tier 1,gym,electrolyte drink,"gluten-free, diabetic-friendly, vegan",4-Pack
ORD043461,P087,8.3,3,Website,24.900000000000002,fitness,Medium,gut-health,Calfornia,Tier 2,on-the-go,proten shake,"high-protein, gluten-free, halal",Single
ORD026159,P008,14.21,3,Gym Kiosk,42.63,premium,Medium,clean-label,Illinois,Tier 1,late-night,protein bar,"diabetic-friendly, kosher",Single
ORD047733,P052,7.42,3,Marketplace,22.259999999999998,premium,Low,low-sugar,NY,Tier 2,on-the-go,healthy snack,"plant-based, low-sugar, kosher",Single
ORD039421,P074,27.56,2,Website,55.12,casual,Medium,protein,NY,Tier 1,religious-fasting,proten shake,"high-protein, gluten-free, clean-label, plant-based",Single
ORD025941,P094,10.48,3,App,31.44,fitness,Low,clean-label,NY,Tier 3,religious-fasting,protein bar,gluten-free,Single
ORD049165,P106,1347.0,1,App,1347.0,fitness,High,low-sugar,Georgia,Tier 1,religious-fasting,meal replacement,"halal, jain-friendly",Single
ORD022487,P119,10.3,3,Website,30.900000000000002,budget,High,gut-health,New York,Tier 1,late-night,protein bar,"high-protein, low-sugar",Single
ORD009337,P103,27.16,2,App,54.32,casual,Low,low-sugar,New York,Tier 1,on-the-go,protein shake,diabetic-friendly,4-Pack
ORD036925,P043,21.39,2,Gym Kiosk,42.78,fitness,Medium,low-sugar,Colorado,Tier 1,late-night,protein bar,"diabetic-friendly, high-protein, keto-friendly, clean-label",Single
ORD040361,P008,12.33,1,Website,12.33,premium,Low,clean-label,Washington,Tier 3,late-night,protein bar,"diabetic-friendly, kosher",Single
ORD008392,P139,18.65,3,App,55.949999999999996,casual,Medium,plant-based,Texas,Tier 1,road-trip,healthy snack,"high-protein, low-sugar, clean-label, jain-friendly",Single
ORD038931,P008,18.76,2,Gym Kiosk,37.52,budget,Medium,low-sugar,Florida,Tier 2,marathon-prep,protein bar,"diabetic-friendly, kosher",Single
ORD000071,P130,40.98,3,Retail,122.94,premium,High,protein,Washington,Tier 1,gym,meal replacement,vegan,4-Pack
ORD040822,P080,18.71,1,Website,18.71,fitness,High,protein,Illinois,Tier 2,daily snack,healthy snack,"jain-friendly, clean-label, keto-friendly",Single
ORD048624,P043,15.4,3,Website,46.2,budget,High,gut-health,New York,Unknown,religious-fasting,protein bar,"diabetic-friendly, high-protein, keto-friendly, clean-label",Single
ORD000416,P018,16.65,2,Website,33.3,casual,Medium,protein,New York,Tier 2,gym,protein bar,diabetic-friendly,Single
ORD048049,P148,22.82,2,Retail,45.64,budget,High,plant-based,California,Unknown,gym,protein bar,"jain-friendly, halal, clean-label, diabetic-friendly",Single
ORD000348,P112,9.87,3,Marketplace,29.61,unknown,Medium,plant-based,California,Unknown,religious-fasting,electrolyte drink,nut-free,Single
ORD004337,P057,83.98,3,App,251.94,premium,Medium,protein,Georgia,Tier 3,gym,supplement,"keto-friendly, gluten-free, jain-friendly",12-Pack
ORD039143,P100,10.91,1,App,10.91,fitness,Low,low-sugar,Illinois,Tier 2,gym,protein bar,"kosher, gluten-free",Single
ORD021504,P006,6.06,3,Website,18.18,budget,Low,low-sugar,Illinois,Tier 3,marathon-prep,protein shake,"gluten-free, halal, kosher",Single
ORD015781,P127,108.75,1,Gym Kiosk,108.75,casual,Medium,protein,Texas,Tier 1,late-night,supplement,"vegan, low-sugar, diabetic-friendly, keto-friendly",12-Pack
ORD000200,P029,79.5,3,Website,238.5,premium,Low,gut-health,Illinois,Tier 2,gym,proten shake,high-protein,12-Pack
ORD036404,P042,7.79,1,App,7.79,fitness,Medium,gut-health,Texas,Tier 1,gym,electrolyte drink,kosher,Single
ORD033545,P111,7.96,3,App,23.88,budget,High,gut-health,Calfornia,Tier 1,late-night,proten shake,"jain-friendly, diabetic-friendly",Single
ORD039641,P040,7.72,2,Gym Kiosk,15.44,premium,High,clean-label,New York,Tier 2,on-the-go,supplement,"high-protein, jain-friendly, nut-free",Single
ORD005899,P106,9.72,1,App,9.72,casual,Low,gut-health,Washington,Unknown,road-trip,meal replacement,"halal, jain-friendly",Single
ORD036363,P011,14.38,2,App,28.76,fitness,Medium,clean-label,Washington,Tier 2,marathon-prep,proten shake,"kosher, jain-friendly, plant-based",Single
ORD004458,P131,163.12,2,Website,326.24,fitness,Medium,protein,Colorado,Tier 1,late-night,proten shake,"high-protein, low-sugar, nut-free",12-Pack
ORD017983,P134,24.12,1,Website,24.12,premium,Medium,clean-label,Calfornia,Tier 3,late-night,protein bar,"clean-label, high-protein, nut-free",Single
ORD039863,P033,19.53,1,Retail,19.53,premium,High,plant-based,Florida,Tier 1,late-night,healthy snack,"clean-label, keto-friendly, high-protein",Single
ORD013852,P019,125.86,1,Website,125.86,fitness,High,low-sugar,Georgia,Tier 1,late-night,meal replacement,"vegan, halal, high-protein",12-Pack
ORD037628,P021,4.84,4,Website,19.36,budget,Medium,clean-label,Calfornia,Unknown,on-the-go,healthy snack,diabetic-friendly,Single
ORD036958,P040,9.55,1,Website,9.55,casual,Medium,clean-label,Washington,Tier 2,late-night,supplement,"high-protein, jain-friendly, nut-free",Single
ORD012126,P033,19.53,1,Marketplace,19.53,fitness,High,protein,NY,Tier 1,late-night,healthy snack,"clean-label, keto-friendly, high-protein",Single
ORD015040,P107,9.68,2,Marketplace,19.36,budget,Medium,protein,NY,Tier 1,late-night,electrolyte drink,plant-based,Single
ORD015461,P032,10.4,3,Gym Kiosk,31.200000000000003,budget,Medium,clean-label,California,Tier 2,gym,protein bar,gluten-free,Single
ORD022788,P103,21.99,6,Retail,131.94,casual,Low,plant-based,California,Tier 1,late-night,protein shake,diabetic-friendly,4-Pack
ORD028747,P019,142.92,1,Website,142.92,casual,Low,plant-based,New York,Tier 1,late-night,meal replacement,"vegan, halal, high-protein",12-Pack
ORD016705,P119,10.3,1,App,10.3,unknown,Low,gut-health,Washington,Tier 1,religious-fasting,protein bar,"high-protein, low-sugar",Single
ORD038545,P088,12.24,1,Marketplace,12.24,unknown,Medium,low-sugar,Texas,Tier 3,religious-fasting,electrolyte drink,"halal, vegan, diabetic-friendly, keto-friendly",Single
ORD008481,P008,22.07,2,Retail,44.14,fitness,Medium,low-sugar,New York,Tier 1,religious-fasting,protein bar,"diabetic-friendly, kosher",Single
ORD034818,P042,7.79,176,App,1371.04,premium,Medium,low-sugar,Calfornia,Tier 1,marathon-prep,electrolyte drink,kosher,Single
ORD003812,P013,24.18,2,Gym Kiosk,48.36,budget,Low,gut-health,NY,Tier 2,religious-fasting,electrolyte drink,"kosher, diabetic-friendly, clean-label",Single
ORD031355,P050,29.02,1,Website,29.02,budget,High,gut-health,Illinois,Tier 1,late-night,healthy snack,"diabetic-friendly, gluten-free, kosher, high-protein",4-Pack
ORD039053,P017,62.09,1,Website,62.09,premium,Low,clean-label,Washington,Tier 3,on-the-go,electrolyte drink,jain-friendly,4-Pack
ORD036222,P040,7.72,1,Retail,7.72,fitness,Low,plant-based,California,Tier 3,on-the-go,supplement,"high-protein, jain-friendly, nut-free",Single
ORD029751,P127,142.67,1,Gym Kiosk,142.67,casual,Medium,low-sugar,New York,Tier 2,marathon-prep,supplement,"vegan, low-sugar, diabetic-friendly, keto-friendly",12-Pack
ORD031976,P007,145.13,1,Gym Kiosk,145.13,casual,Low,low-sugar,NY,Tier 2,marathon-prep,supplement,"keto-friendly, plant-based",12-Pack
ORD024023,P015,27.48,1,Website,27.48,casual,Low,plant-based,Georgia,Tier 3,marathon-prep,meal replacement,"clean-label, diabetic-friendly",Single
ORD032079,P028,16.0,2,App,32.0,casual,Medium,protein,Florida,Tier 2,road-trip,protein shake,"kosher, plant-based, clean-label, gluten-free",Single
ORD031869,P089,6.95,2,App,13.9,casual,Medium,plant-based,New York,Tier 1,late-night,electrolyte drink,"gluten-free, plant-based",Single
ORD042759,P001,20.72,1,Gym Kiosk,20.72,casual,Medium,gut-health,California,Tier 2,marathon-prep,electrolyte drink,"nut-free, clean-label",Single
ORD042478,P033,19.53,3,Gym Kiosk,58.59,fitness,High,protein,Calfornia,Tier 2,daily snack,healthy snack,"clean-label, keto-friendly, high-protein",Single
ORD033172,P117,13.21,3,App,39.63,fitness,Low,protein,Texas,Tier 1,late-night,meal replacement,"low-sugar, jain-friendly, high-protein",Single
ORD046139,P055,177.69,2,App,355.38,budget,High,protein,NY,Tier 1,gym,,"low-sugar, clean-label",12-Pack
ORD016487,P127,95.97,6,Gym Kiosk,575.8199999999999,casual,Low,low-sugar,Washington,Tier 3,religious-fasting,supplement,"vegan, low-sugar, diabetic-friendly, keto-friendly",12-Pack
ORD035981,P138,12.0,2,App,24.0,unknown,Medium,gut-health,New York,Tier 1,late-night,meal replacement,"nut-free, jain-friendly",Single
ORD038216,P128,13.11,3,Retail,39.33,unknown,Low,gut-health,Washington,Tier 1,festive,meal replacement,"jain-friendly, low-sugar, diabetic-friendly",Single
ORD029564,P122,23.31,1,App,23.31,budget,Medium,clean-label,Calfornia,Unknown,on-the-go,meal replacement,"halal, high-protein, jain-friendly, keto-friendly",4-Pack
ORD002307,P015,24.07,1,Retail,24.07,fitness,Low,gut-health,NY,Tier 3,festive,meal replacement,"clean-label, diabetic-friendly",Single
ORD038729,P070,10.72,1,Retail,10.72,premium,Low,plant-based,NY,Tier 2,on-the-go,protein bar,"high-protein, vegan",Single
ORD030256,P150,14.68,1,Gym Kiosk,14.68,budget,Medium,plant-based,New York,Tier 1,marathon-prep,meal replacement,"halal, low-sugar",Single
ORD044608,P040,10.2,1,Retail,10.2,casual,Medium,plant-based,Washington,Unknown,late-night,supplement,"high-protein, jain-friendly, nut-free",Single
ORD001655,P042,7.79,3,App,23.37,casual,Medium,clean-label,Florida,Tier 2,festive,electrolyte drink,kosher,Single
ORD002031,P061,41.46,3,App,124.38,casual,Low,plant-based,NY,Tier 1,late-night,supplement,"vegan, high-protein, keto-friendly",4-Pack
ORD024493,P021,6.82,3,Website,20.46,budget,Medium,protein,California,Tier 1,late-night,healthy snack,diabetic-friendly,Single
ORD011901,P120,21.84,2,Gym Kiosk,43.68,budget,Medium,gut-health,Illinois,Tier 2,late-night,protein bar,"clean-label, high-protein, jain-friendly",Single
ORD003603,P074,18.25,4,Marketplace,73.0,premium,Low,low-sugar,Illinois,Tier 1,festive,proten shake,"high-protein, gluten-free, clean-label, plant-based",Single
ORD028748,P021,4.99,6,App,29.94,budget,Medium,gut-health,Washington,Tier 2,road-trip,healthy snack,diabetic-friendly,Single
ORD040865,P116,15.7,3,App,47.099999999999994,premium,Medium,clean-label,Calfornia,Tier 2,daily snack,protein shake,"plant-based, gluten-free",Single
ORD007513,P082,9.34,2,Retail,18.68,budget,Low,gut-health,Georgia,Tier 1,late-night,protein bar,nut-free,Single
ORD017808,P006,5.13,1,Website,5.13,premium,Medium,plant-based,Illinois,Tier 3,festive,protein shake,"gluten-free, halal, kosher",Single
ORD017517,P040,7.72,3,Retail,23.16,casual,Low,clean-label,Texas,Tier 2,religious-fasting,supplement,"high-protein, jain-friendly, nut-free",Single
ORD017443,P101,15.15,2,Website,30.3,premium,Medium,gut-health,Illinois,Unknown,marathon-prep,proten shake,"keto-friendly, low-sugar, gluten-free, jain-friendly",Single
ORD042264,P029,79.5,1,Marketplace,79.5,budget,Medium,protein,NY,Tier 1,late-night,proten shake,high-protein,12-Pack
ORD046186,P012,10.59,3,Gym Kiosk,31.77,budget,Medium,clean-label,Illinois,Tier 1,late-night,healthy snack,plant-based,Single
ORD045585,P086,14.06,1,Website,14.06,fitness,Medium,low-sugar,California,Tier 1,late-night,protein bar,"plant-based, gluten-free, nut-free",Single
ORD048616,P138,11.37,1,Website,11.37,fitness,Medium,plant-based,Illinois,Tier 1,late-night,meal replacement,"nut-free, jain-friendly",Single
ORD014958,P134,18.21,2,Website,36.42,budget,Low,plant-based,California,Tier 1,late-night,protein bar,"clean-label, high-protein, nut-free",Single
ORD041373,P105,106.92,6,Marketplace,641.52,budget,Low,plant-based,Illinois,Tier 2,gym,meal replacement,"gluten-free, halal",12-Pack
ORD009879,P111,5.47,6,Website,32.82,budget,Medium,gut-health,New York,Tier 2,religious-fasting,proten shake,"jain-friendly, diabetic-friendly",Single
ORD016569,P115,24.5,5,Website,122.5,premium,Medium,gut-health,Texas,Tier 2,on-the-go,protein bar,vegan,4-Pack
ORD032164,P051,20.77,2,Marketplace,41.54,casual,Medium,protein,Florida,Tier 1,daily snack,proten shake,"vegan, gluten-free, halal",4-Pack
ORD038365,P068,18.58,1,Website,18.58,fitness,Low,protein,Calfornia,Tier 2,on-the-go,healthy snack,"keto-friendly, clean-label, gluten-free",Single
ORD004968,P124,10.09,1,Gym Kiosk,10.09,fitness,Medium,protein,Florida,Tier 1,daily snack,meal replacement,kosher,Single
ORD042928,P057,118.7,2,App,237.4,casual,Low,clean-label,Florida,Tier 1,late-night,supplement,"keto-friendly, gluten-free, jain-friendly",12-Pack
ORD007427,P040,7.72,2,Website,15.44,casual,Medium,protein,Florida,Tier 1,late-night,supplement,"high-protein, jain-friendly, nut-free",Single
ORD033109,P071,12.58,1,Gym Kiosk,12.58,premium,Medium,low-sugar,Washington,Tier 1,late-night,protein bar,"plant-based, high-protein, keto-friendly",Single
ORD014338,P123,7.69,1,Website,7.69,fitness,High,low-sugar,Florida,Tier 2,marathon-prep,proten shake,"gluten-free, keto-friendly, kosher, low-sugar",Single
ORD027159,P093,13.47,2,Retail,26.94,casual,Low,plant-based,Florida,Tier 3,late-night,protein bar,halal,Single
ORD046309,P073,13.27,2,Marketplace,26.54,premium,Low,plant-based,Texas,Tier 2,gym,protein bar,"jain-friendly, high-protein, halal, keto-friendly",Single
ORD038063,P021,6.82,2,Website,13.64,premium,Low,plant-based,Washington,Tier 1,gym,healthy snack,diabetic-friendly,Single
ORD031843,P056,15.74,2,Gym Kiosk,31.48,budget,Low,plant-based,Calfornia,Tier 2,late-night,proten shake,"vegan, diabetic-friendly, jain-friendly",Single
ORD047999,P138,7.73,3,Marketplace,23.19,fitness,Low,plant-based,Colorado,Tier 3,on-the-go,meal replacement,"nut-free, jain-friendly",Single
ORD003144,P086,12.75,1,App,12.75,premium,High,plant-based,California,Unknown,gym,protein bar,"plant-based, gluten-free, nut-free",Single
ORD001247,P131,161.57,2,Gym Kiosk,323.14,fitness,Medium,gut-health,California,Tier 1,gym,proten shake,"high-protein, low-sugar, nut-free",12-Pack
ORD042125,P115,30.28,2,App,60.56,premium,Low,gut-health,Washington,Tier 1,religious-fasting,protein bar,vegan,4-Pack
ORD046730,P023,31.5,3,App,94.5,casual,Medium,low-sugar,Illinois,Unknown,on-the-go,proten shake,plant-based,4-Pack
ORD005334,P004,27.11,6,Marketplace,162.66,unknown,High,protein,Texas,Tier 1,gym,healthy snack,vegan,4-Pack
ORD026187,P120,23.51,1,Marketplace,23.51,fitness,Low,clean-label,New York,Tier 1,festive,protein bar,"clean-label, high-protein, jain-friendly",Single
ORD005863,P094,10.48,1,Retail,10.48,premium,Low,low-sugar,Calfornia,Tier 1,late-night,protein bar,gluten-free,Single
ORD029898,P074,27.6,2,Marketplace,55.2,fitness,Medium,protein,California,Tier 1,late-night,proten shake,"high-protein, gluten-free, clean-label, plant-based",Single
ORD020717,P091,23.04,3,Retail,69.12,premium,High,clean-label,Texas,Tier 2,festive,healthy snack,clean-label,Single
ORD005814,P054,68.93,1,Marketplace,68.93,casual,Low,plant-based,California,Tier 2,gym,supplement,"clean-label, jain-friendly, halal, vegan",12-Pack
ORD010487,P128,13.11,1,App,13.11,fitness,Medium,gut-health,New York,Tier 2,marathon-prep,meal replacement,"jain-friendly, low-sugar, diabetic-friendly",Single
ORD035992,P031,4.33,4,Retail,17.32,unknown,Low,gut-health,NY,Tier 2,marathon-prep,healthy snack,"diabetic-friendly, jain-friendly",Single
ORD022208,P056,17.42,2,Retail,34.84,casual,Medium,protein,Washington,Tier 2,festive,proten shake,"vegan, diabetic-friendly, jain-friendly",Single
ORD033963,P071,12.58,1,Gym Kiosk,12.58,casual,Medium,low-sugar,Washington,Tier 1,road-trip,protein bar,"plant-based, high-protein, keto-friendly",Single
ORD033696,P070,11.46,1,Marketplace,11.46,fitness,Medium,protein,Colorado,Unknown,late-night,protein bar,"high-protein, vegan",Single
ORD046900,P023,36.86,1,App,36.86,fitness,Medium,plant-based,Calfornia,Tier 1,on-the-go,proten shake,plant-based,4-Pack
ORD004340,P053,13.62,1,Website,13.62,casual,High,gut-health,Calfornia,Tier 3,marathon-prep,healthy snack,vegan,Single
ORD025920,P065,18.11,2,Website,36.22,unknown,Medium,plant-based,NY,Tier 2,festive,,"nut-free, low-sugar",Single
ORD026929,P114,21.18,2,Website,42.36,budget,Medium,low-sugar,Georgia,Tier 2,late-night,healthy snack,"nut-free, jain-friendly, clean-label, keto-friendly",Single
ORD049859,P052,9.77,1,Website,9.77,casual,Medium,plant-based,Calfornia,Tier 2,road-trip,healthy snack,"plant-based, low-sugar, kosher",Single
ORD000217,P137,6.98,1,Gym Kiosk,6.98,premium,High,clean-label,Colorado,Tier 2,on-the-go,protein shake,kosher,Single
ORD037067,P114,15.74,2,Retail,31.48,casual,Medium,protein,California,Tier 1,daily snack,healthy snack,"nut-free, jain-friendly, clean-label, keto-friendly",Single
ORD014458,P033,19.53,1,App,19.53,fitness,Medium,gut-health,Colorado,Tier 1,late-night,healthy snack,"clean-label, keto-friendly, high-protein",Single
ORD043310,P101,14.2,1,Gym Kiosk,14.2,fitness,Low,low-sugar,Calfornia,Tier 2,daily snack,proten shake,"keto-friendly, low-sugar, gluten-free, jain-friendly",Single
ORD024075,P058,6.18,1,Retail,6.18,budget,Medium,gut-health,Georgia,Tier 2,marathon-prep,protein bar,"vegan, diabetic-friendly, kosher",Single
ORD026371,P020,32.59,3,Website,97.77000000000001,casual,Low,plant-based,New York,Unknown,marathon-prep,electrolyte drink,"low-sugar, high-protein",4-Pack
ORD040687,P003,7.54,1,Website,7.54,unknown,High,clean-label,Texas,Tier 1,late-night,proten shake,jain-friendly,Single
ORD017640,P040,9.53,1,Website,9.53,unknown,Low,plant-based,Colorado,Tier 1,on-the-go,supplement,"high-protein, jain-friendly, nut-free",Single
